erlang-server-sdk,experimentation,1.2
erlang-server-sdk,variationDetail,1.0
erlang-server-sdk,allFlags,1.0
erlang-server-sdk,offlineMode,1.0
erlang-server-sdk,privateAttrs,1.0
erlang-server-sdk,fileDataSource,1.0
erlang-server-sdk,track,1.0
erlang-server-sdk,testDataSource,1.4
electron,bigSegments,1.0
electron,bootstrapping,1.0
electron,experimentation,1.0
electron,variationDetail,1.5.7
electron,allFlags,1.0
electron,privateAttrs,1.0.1
electron,relayProxyProxy,1.5.6
electron,secureMode,1.5
electron,track,1.1.4
electron,flagChanges,1.0
